gen,n_total,n_feasible,feasible_ratio,basis,J1_min,J1_mean,J1_max,J1_span,J2_min,J2_mean,J2_max,J2_span,J3_min,J3_mean,J3_max,J3_span,J4_min,J4_mean,J4_max,J4_span,J5_min,J5_mean,J5_max,J5_span,J1_improve_from_prev,J2_improve_from_prev,J3_improve_from_prev,J4_improve_from_prev,J5_improve_from_prev
14,100,100,1.0,feasible,0.7025969343469725,0.7410666651721545,0.794045528052377,0.09144859370540459,0.41379310344827586,0.41379310344827597,0.41379310344827586,0.0,0.5286398416,0.5909776072159999,0.7285739015999999,0.1999340599999999,0.0,0.05193865416307857,0.16663411979761905,0.16663411979761905,0.1957670210050345,0.5363615763113849,1.0,0.8042329789949655,0.0,0.0,0.0,0.0,0.0
15,100,100,1.0,feasible,0.7025969343469725,0.7389267181685304,0.794045528052377,0.09144859370540459,0.41379310344827586,0.41379310344827597,0.41379310344827586,0.0,0.5286398416,0.5873470727279999,0.7316407167999999,0.20300087519999988,0.0,0.05122727755978571,0.16807266035714283,0.16807266035714283,0.1957670210050345,0.5415866396940953,1.0,0.8042329789949655,0.0,0.0,0.0,0.0,0.0
16,100,100,1.0,feasible,0.7025969343469725,0.7355327817199001,0.794045528052377,0.09144859370540459,0.41379310344827586,0.41379310344827597,0.41379310344827586,0.0,0.5286398416,0.57456934276,0.7316407167999999,0.20300087519999988,0.0,0.05473650200678571,0.16807266035714283,0.16807266035714283,0.1957670210050345,0.547013624515753,1.0,0.8042329789949655,0.0,0.0,0.0,0.0,0.0
17,100,100,1.0,feasible,0.7025969343469725,0.7353378352386635,0.794045528052377,0.09144859370540459,0.41379310344827586,0.41379310344827597,0.41379310344827586,0.0,0.5286398416,0.5727952124319998,0.7316407167999999,0.20300087519999988,0.0,0.056840480160214285,0.17783590071428573,0.17783590071428573,0.1957670210050345,0.5490725503745542,1.0,0.8042329789949655,0.0,0.0,0.0,0.0,0.0
18,100,100,1.0,feasible,0.7025969343469725,0.7362608398398244,0.7849506207242503,0.0823536863772778,0.41379310344827586,0.41379310344827597,0.41379310344827586,0.0,0.5286398416,0.5748134911439999,0.7316407167999999,0.20300087519999988,0.0,0.05877633636533333,0.18644758904285716,0.18644758904285716,0.1957670210050345,0.5393617562137626,1.0,0.8042329789949655,0.0,0.0,0.0,0.0,0.0
19,100,100,1.0,feasible,0.7025969343469725,0.7378423397092274,0.7849506207242503,0.0823536863772778,0.41379310344827586,0.41379310344827597,0.41379310344827586,0.0,0.5286398416,0.5786077413279999,0.7316407167999999,0.20300087519999988,0.0,0.05933511206885714,0.1962954572,0.1962954572,0.18841507414524278,0.5277011224452489,1.0,0.8115849258547572,0.0,0.0,0.0,0.0,0.007351946859791736
20,100,100,1.0,feasible,0.7025969343469725,0.7398602956790603,0.7897311681931797,0.08713423384620722,0.41379310344827586,0.41379310344827597,0.41379310344827586,0.0,0.5286398416,0.580578299592,0.7316407167999999,0.20300087519999988,0.0,0.05945764113152143,0.1962954572,0.1962954572,0.17138714933069926,0.5025193186237166,1.0,0.8286128506693007,0.0,0.0,0.0,0.0,0.017027924814543516
21,100,100,1.0,feasible,0.7025969343469725,0.7423200032934625,0.7913743940219506,0.08877745967497819,0.41379310344827586,0.41379310344827597,0.41379310344827586,0.0,0.5286398416,0.5836548682399999,0.7316407167999999,0.20300087519999988,0.0,0.06424474420155238,0.20990819914999997,0.20990819914999997,0.17138714933069926,0.48752255421465585,1.0,0.8286128506693007,0.0,0.0,0.0,0.0,0.0
22,100,100,1.0,feasible,0.7025969343469725,0.7449670312740545,0.7913743940219506,0.08877745967497819,0.41379310344827586,0.41379310344827597,0.41379310344827586,0.0,0.5286398416,0.5862928195359999,0.7316407167999999,0.20300087519999988,0.0,0.07022225943036904,0.2128518587309524,0.2128518587309524,0.17138714933069926,0.4629769094618786,1.0,0.8286128506693007,0.0,0.0,0.0,0.0,0.0
23,100,100,1.0,feasible,0.7025969343469725,0.7438909595080563,0.7913743940219506,0.08877745967497819,0.41379310344827586,0.41379310344827597,0.41379310344827586,0.0,0.5286398416,0.582497552488,0.7316407167999999,0.20300087519999988,0.0,0.07219419286536906,0.2141076123928571,0.2141076123928571,0.17138714933069926,0.46765954411295396,1.0,0.8286128506693007,0.0,0.0,0.0,0.0,0.0
24,100,100,1.0,feasible,0.7025969343469725,0.7446451756908229,0.7913743940219506,0.08877745967497819,0.41379310344827586,0.41379310344827597,0.41379310344827586,0.0,0.5286398416,0.5803389696399999,0.7249766319999998,0.19633679039999985,0.0,0.07509129091238095,0.2141076123928571,0.2141076123928571,0.17138714933069926,0.4554043722332348,1.0,0.8286128506693007,0.0,0.0,0.0,0.0,0.0
25,100,100,1.0,feasible,0.7025969343469725,0.7447654753241139,0.7913743940219506,0.08877745967497819,0.41379310344827586,0.41379310344827597,0.41379310344827586,0.0,0.5286398416,0.58060903784,0.7249766319999998,0.19633679039999985,0.0,0.07277742210280713,0.2141076123928571,0.2141076123928571,0.17138714933069926,0.45120626229509064,1.0,0.8286128506693007,0.0,0.0,0.0,0.0,0.0
26,100,100,1.0,feasible,0.7025969343469725,0.7444179901810193,0.7923407742404194,0.08974383989344692,0.41379310344827586,0.41379310344827597,0.41379310344827586,0.0,0.5286398416,0.582771216112,0.712117244,0.1834774024,0.0,0.06529331734317617,0.2141076123928571,0.2141076123928571,0.1584369721808381,0.4622461712313074,1.0,0.8415630278191619,0.0,0.0,0.0,0.0,0.012950177149861158
27,100,100,1.0,feasible,0.7025969343469725,0.7476572737214916,0.7923407742404194,0.08974383989344692,0.41379310344827586,0.41379310344827597,0.41379310344827586,0.0,0.5286398416,0.591349876192,0.712117244,0.1834774024,0.0,0.0647796032589881,0.2141076123928571,0.2141076123928571,0.1584369721808381,0.43043673402141175,1.0,0.8415630278191619,0.0,0.0,0.0,0.0,0.0
28,100,100,1.0,feasible,0.7025969343469725,0.7458393563694073,0.7923407742404194,0.08974383989344692,0.41379310344827586,0.41379310344827597,0.41379310344827586,0.0,0.5286398416,0.5868751433119999,0.7130918271999999,0.18445198559999987,0.0,0.06449559211344048,0.2141076123928571,0.2141076123928571,0.15222742731149236,0.4488934756766678,1.0,0.8477725726885077,0.0,0.0,0.0,0.0,0.0062095448693457456
29,100,100,1.0,feasible,0.7025969343469725,0.7453441916616935,0.7923407742404194,0.08974383989344692,0.41379310344827586,0.41379310344827597,0.41379310344827586,0.0,0.5286398416,0.5843254946639999,0.7130918271999999,0.18445198559999987,0.0,0.06477293331037857,0.2141076123928571,0.2141076123928571,0.15222742731149236,0.45747134201908746,1.0,0.8477725726885077,0.0,0.0,0.0,0.0,0.0
30,100,100,1.0,feasible,0.7025969343469725,0.7487233083806855,0.7923407742404194,0.08974383989344692,0.41379310344827586,0.41379310344827597,0.41379310344827586,0.0,0.5286398416,0.5888424057599999,0.7130918271999999,0.18445198559999987,0.0,0.06706830500559285,0.2141076123928571,0.2141076123928571,0.13695976427838624,0.4227625674814152,1.0,0.8630402357216138,0.0,0.0,0.0,0.0,0.015267663033106116
