gen,n_total,n_feasible,feasible_ratio,basis,J1_min,J1_mean,J1_max,J1_span,J2_min,J2_mean,J2_max,J2_span,J3_min,J3_mean,J3_max,J3_span,J4_min,J4_mean,J4_max,J4_span,hypervolume,J1_improve_from_prev,J2_improve_from_prev,J3_improve_from_prev,J4_improve_from_prev,hypervolume_improve_from_prev
21,100,100,1.0,feasible,0.7084607934348456,0.7526480521828616,0.8017376950447386,0.09327690160989299,0.5286398416,0.5937372059119999,0.7292733871999999,0.2006335455999999,0.0,0.06241799077893334,0.18594661689761907,0.18594661689761907,0.17867662389176162,0.4706761421648285,1.0,0.8213233761082384,0.20706852584082214,0.0,0.0,0.0,0.010381804498134806,0.001515852602504364
22,100,100,1.0,feasible,0.7084607934348456,0.7540707069828894,0.8020692638619992,0.09360847042715359,0.5286398416,0.5953095951759999,0.7292733871999999,0.2006335455999999,0.0,0.06208558582957619,0.2008340559809524,0.2008340559809524,0.17867662389176162,0.470188734704575,1.0,0.8213233761082384,0.20650917345543468,0.0,0.0,0.0,0.0,-0.0005593523853874571
23,100,100,1.0,feasible,0.7084607934348456,0.7525353636971726,0.8020692638619992,0.09360847042715359,0.5286398416,0.5941761303199999,0.7292733871999999,0.2006335455999999,0.0,0.0658856213016238,0.2008340559809524,0.2008340559809524,0.17867662389176162,0.46978109045213207,1.0,0.8213233761082384,0.2064132774223047,0.0,0.0,0.0,0.0,-9.589603312998296e-05
24,100,100,1.0,feasible,0.7084607934348456,0.7514443341879894,0.8020692638619992,0.09360847042715359,0.5286398416,0.5894820310639999,0.7292733871999999,0.2006335455999999,0.0,0.06696859986194689,0.2008340559809524,0.2008340559809524,0.17867662389176162,0.47481998802083536,1.0,0.8213233761082384,0.2068464514748645,0.0,0.0,0.0,0.0,0.00043317405255979824
25,100,100,1.0,feasible,0.7084607934348456,0.752884982547573,0.8020692638619992,0.09360847042715359,0.5286398416,0.5910420078639999,0.7292733871999999,0.2006335455999999,0.0,0.06972215047451834,0.2008340559809524,0.2008340559809524,0.1707609475969146,0.46239852416566285,1.0,0.8292390524030854,0.20899350098189506,0.0,0.0,0.0,0.007915676294847018,0.0021470495070305684
26,100,100,1.0,feasible,0.7084607934348456,0.7521683769417262,0.8020692638619992,0.09360847042715359,0.5286398416,0.5903055478559999,0.7292733871999999,0.2006335455999999,0.0,0.06951098331763739,0.2008340559809524,0.2008340559809524,0.1707609475969146,0.4693743581951558,1.0,0.8292390524030854,0.20899180149327762,0.0,0.0,0.0,0.0,-1.6994886174459545e-06
27,100,100,1.0,feasible,0.7084607934348456,0.7532607487066785,0.8020692638619992,0.09360847042715359,0.5286398416,0.591357919696,0.7292733871999999,0.2006335455999999,0.0,0.07115387140085166,0.2008340559809524,0.2008340559809524,0.16846789636269757,0.45489411518398754,1.0,0.8315321036373025,0.2091397607902041,0.0,0.0,0.0,0.002293051234217025,0.00014795929692648646
28,100,100,1.0,feasible,0.7084607934348456,0.7527865753832872,0.8020692638619992,0.09360847042715359,0.5286398416,0.5901939522799999,0.7292733871999999,0.2006335455999999,0.0,0.07010779326004216,0.2008340559809524,0.2008340559809524,0.16846789636269757,0.46020555048235784,1.0,0.8315321036373025,0.2092178476802682,0.0,0.0,0.0,0.0,7.808689006408298e-05
29,100,100,1.0,feasible,0.7084607934348456,0.7528014329749011,0.8020692638619992,0.09360847042715359,0.5286398416,0.5899898498399999,0.7292819559999999,0.2006421143999999,0.0,0.07167072030186833,0.2008340559809524,0.2008340559809524,0.16846789636269757,0.4601145775050566,1.0,0.8315321036373025,0.20935900545486652,0.0,0.0,0.0,0.0,0.00014115777459833279
30,100,100,1.0,feasible,0.7084607934348456,0.7532574915232066,0.8020692638619992,0.09360847042715359,0.5286398416,0.5916286130719999,0.7292819559999999,0.2006421143999999,0.0,0.07068076831837308,0.2008340559809524,0.2008340559809524,0.16846789636269757,0.46173764394860745,1.0,0.8315321036373025,0.20945122336843888,0.0,0.0,0.0,0.0,9.22179135723622e-05
