n_generations,tail_n,first_gen_feasible_ratio,last_gen_feasible_ratio,J1_min_tail_mean_improve,J1_min_tail_max_improve,J2_min_tail_mean_improve,J2_min_tail_max_improve,J3_min_tail_mean_improve,J3_min_tail_max_improve,J4_min_tail_mean_improve,J4_min_tail_max_improve,hypervolume_tail_mean_improve,hypervolume_tail_max_improve,last_hypervolume
1000,10,0.16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5230761829020398e-05,0.0005293842915768954,0.22397985487392233
